loan_account_number;installment_number;actual_payment_date;scheduled_payment_date;installment_amount;principal_component;interest_component;kkdf_component;bsmv_component;installment_status;remaining_principal;remaining_interest;remaining_kkdf;remaining_bsmv
LOAN_003027;9;;2026-02-06;10610;9430;1973.79;0;79.25;A;9100;1749.93;0;92.66
LOAN_000512;1;20250512;2025-05-11;3090;1900;698.78;113.04;34.72;K;0;0;0;0
LOAN_000512;2;20250611;2025-06-11;3070;1700;801.95;114.11;42.62;K;0;0;0;0
LOAN_000512;3;;2025-07-12;2410;2030;573.95;100.03;36.00;A;2150;753.43;89.15;37.31
LOAN_000512;4;;2025-08-09;2920;1840;499.50;85.96;27.45;A;1980;548.45;73.47;27.76
LOAN_000512;5;;2025-09-09;2510;1960;485.60;84.11;25.56;A;1950;436.39;68.73;25.57
LOAN_000512;6;;2025-10-09;2750;2120;374.70;53.80;18.17;A;2400;376.28;66.53;20.64
LOAN_000512;7;;2025-11-09;3050;2770;305.92;49.89;17.26;A;2750;268.31;49.18;15.31
LOAN_000512;8;;2025-12-09;3060;2250;220.43;26.88;9.66;A;2750;225.29;33.71;9.21
LOAN_000512;9;;2026-01-09;2820;2860;124.16;18.02;6.27;A;2550;116.06;16.15;4.88
LOAN_000397;1;20250609;2025-06-06;24720;11830;10496.68;0;681.12;K;0;0;0;0
LOAN_000397;10;;2026-03-06;24440;20850;3623.91;0;194.06;A;23230;3778.24;0;198.69
LOAN_000397;11;;2026-04-06;24090;21230;2550.34;0;155.69;A;21430;2362.41;0;156.53
LOAN_000397;12;;2026-05-08;24910;21380;1503.88;0;64.65;A;27170;1376.11;0;64.09
LOAN_000397;2;;2025-07-07;22840;12760;12617.89;0;644.99;A;14030;10325.22;0;642.00
LOAN_000397;3;;2025-08-04;27750;16170;10593.88;0;501.41;A;15310;10990.27;0;573.64
LOAN_000397;4;;2025-09-04;25230;14080;9910.89;0;452.17;A;17030;10959.32;0;470.85
LOAN_000397;5;;2025-10-03;22460;16980;9548.06;0;460.47;A;16220;9271.55;0;402.24
LOAN_000397;6;;2025-11-04;26730;18620;9676.54;0;492.87;A;18070;8762.82;0;436.34
LOAN_000397;7;;2025-12-04;27360;21280;7740.23;0;321.62;A;21050;7371.72;0;337.76
LOAN_000397;8;;2026-01-02;25590;21100;6394.03;0;324.38;A;17850;5805.70;0;289.84
LOAN_000397;9;;2026-02-04;29150;23160;5327.83;0;249.32;A;23250;4807.56;0;267.07
LOAN_004232;1;20250516;2025-05-09;10300;6680;2341.16;407.11;148.46;K;0;0;0;0
LOAN_004232;10;;2026-02-06;10610;8210;867.72;131.80;37.67;A;9880;738.19;106.65;38.78
LOAN_004232;11;;2026-03-09;11090;9480;479.75;85.11;29.45;A;8540;597.29;76.43;23.99
LOAN_004232;12;;2026-04-11;11350;10660;333.25;41.23;13.60;A;9900;292.94;50.42;16.62
LOAN_004232;2;20250609;2025-06-09;8930;7090;2822.54;453.34;136.91;K;0;0;0;0
LOAN_004232;3;;2025-07-10;9960;6790;2378.48;329.91;116.78;A;6880;2121.91;350.59;135.67
LOAN_004232;4;;2025-08-07;9170;7950;1888.23;303.03;92.43;A;7440;2198.02;307.14;112.85
LOAN_004232;5;;2025-09-05;10700;8380;1978.12;295.56;81.16;A;8270;1741.04;287.42;90.14
LOAN_004232;6;;2025-10-07;10580;8340;1725.63;280.52;99.86;A;7770;2036.87;258.33;106.94
LOAN_004232;7;;2025-11-07;9610;7630;1660.19;236.20;84.34;A;8950;1761.13;216.02;82.50
LOAN_004232;8;;2025-12-05;10600;9910;1374.44;204.51;65.45;A;8770;1214.11;159.99;59.22
LOAN_004232;9;;2026-01-07;9190;8450;1277.67;193.53;54.36;A;8850;1177.23;170.35;51.82
LOAN_000180;1;20250527;2025-05-23;9240;7640;3057.74;0;126.19;K;0;0;0;0
LOAN_000180;10;;2026-02-20;11120;9820;776.30;0;40.16;A;8550;738.78;0;43.36
LOAN_000180;11;;2026-03-23;11090;8580;500.75;0;25.42;A;10240;602.03;0;29.43
LOAN_000180;12;;2026-04-23;10530;8590;243.68;0;14.69;A;10590;298.95;0;12.17
LOAN_000180;2;20250627;2025-06-23;9110;6710;2484.70;0;148.01;K;0;0;0;0
LOAN_000180;3;;2025-07-24;10360;6420;2565.04;0;105.45;A;7300;2228.07;0;139.05
LOAN_000180;4;;2025-08-21;9730;8400;2228.70;0;115.40;A;7780;1892.66;0;91.11
LOAN_000180;5;;2025-09-19;11480;6980;1872.01;0;104.29;A;8090;1645.79;0;88.75
LOAN_000180;6;;2025-10-21;10730;6940;1638.90;0;87.38;A;8050;1798.29;0;91.24
LOAN_000180;7;;2025-11-21;9240;8700;1368.47;0;68.77;A;8930;1401.33;0;74.74
LOAN_000180;8;;2025-12-19;9510;7880;1174.64;0;53.92;A;9050;1272.23;0;66.17
LOAN_000180;9;;2026-01-21;11520;8180;1157.14;0;60.46;A;8890;1257.56;0;54.22
LOAN_000755;1;20250516;2025-05-15;25210;13050;10232.73;0;563.35;K;0;0;0;0
LOAN_000755;10;;2026-02-13;20400;20090;4128.68;0;198.39;A;22740;3902.45;0;210.65
LOAN_000755;11;;2026-03-13;21220;22520;2285.08;0;126.06;A;20940;2365.08;0;103.81
LOAN_000755;12;;2026-04-15;26890;20240;1353.01;0;66.74;A;25320;1295.22;0;69.17
LOAN_000755;2;20250616;2025-06-13;25490;11390;10275.15;0;519.71;K;0;0;0;0
LOAN_000755;3;;2025-07-16;26940;14130;10502.53;0;554.82;A;13980;9177.52;0;476.18
LOAN_000755;4;;2025-08-13;22440;13090;7862.91;0;402.23;A;16690;8645.32;0;449.73
LOAN_000755;5;;2025-09-12;24200;13260;8646.34;0;453.95;A;14740;8241.14;0;375.10
LOAN_000755;6;;2025-10-10;20750;14350;6790.53;0;334.87;A;14140;7312.08;0;332.60
LOAN_000755;7;;2025-11-13;26690;15720;7205.28;0;389.05;A;14020;7398.42;0;396.75
LOAN_000755;8;;2025-12-12;24670;20160;4689.39;0;242.68;A;17820;5426.24;0;278.37
LOAN_000755;9;;2026-01-13;25140;16420;5623.04;0;249.23;A;17250;4222.24;0;208.40
LOAN_003377;1;20250620;2025-06-20;5190;3530;983.16;132.72;44.40;K;0;0;0;0
LOAN_003377;10;;2026-03-20;4390;4620;309.58;40.53;13.69;A;4850;273.23;41.06;11.82
LOAN_003377;11;;2026-04-20;5260;4080;218.93;24.55;10.73;A;4780;206.58;27.61;8.31
LOAN_003377;12;;2026-05-20;5150;4850;87.04;14.71;4.81;A;4260;88.12;15.28;4.79
LOAN_003377;2;;2025-07-21;5510;4060;822.99;156.05;46.47;A;3730;939.78;123.24;47.43
LOAN_003377;3;;2025-08-18;5110;3320;844.93;124.88;43.92;A;3490;821.60;125.55;35.08
LOAN_003377;4;;2025-09-18;4500;3520;705.24;127.04;36.51;A;3450;750.93;133.62;44.42
LOAN_003377;5;;2025-10-18;4770;3730;620.41;99.48;30.69;A;4340;740.93;89.68;39.76
LOAN_003377;6;;2025-11-18;4380;3770;551.18;93.21;29.45;A;3990;596.66;93.44;30.83
LOAN_003377;7;;2025-12-18;4310;3900;568.84;82.38;23.85;A;4320;454.39;73.72;25.77
LOAN_003377;8;;2026-01-18;5070;4830;401.30;71.91;20.28;A;4340;504.99;72.39;20.66
LOAN_003377;9;;2026-02-18;5050;3990;398.70;53.86;19.89;A;4460;382.31;51.91;20.87
LOAN_002942;1;20250520;2025-05-27;9500;5870;4955.26;717.33;286.23;K;0;0;0;0
LOAN_002942;10;;2026-02-24;12570;7900;1546.43;292.55;88.23;A;8260;1591.94;285.63;94.14
LOAN_002942;11;;2026-03-27;12000;8800;1072.63;193.50;67.04;A;10820;1147.26;170.58;62.10
LOAN_002942;12;;2026-04-27;11760;9530;598.68;101.22;34.28;A;10380;640.35;91.32;32.19
LOAN_002942;2;20250626;2025-06-27;11040;5850;5368.70;736.62;277.89;K;0;0;0;0
LOAN_002942;3;;2025-07-25;9930;6960;4048.62;592.48;182.83;A;6220;4624.34;619.30;206.76
LOAN_002942;4;;2025-08-22;12810;6670;4201.71;602.76;194.91;A;6580;4027.37;567.81;170.08
LOAN_002942;5;;2025-09-24;10900;6590;4345.60;603.71;198.43;A;7080;4273.90;529.73;181.69
LOAN_002942;6;;2025-10-24;11900;6800;2959.34;442.40;147.04;A;6160;3821.57;494.59;165.21
LOAN_002942;7;;2025-11-24;11370;6450;2723.60;513.58;149.12;A;8180;2686.83;510.98;175.92
LOAN_002942;8;;2025-12-25;10780;7030;2278.02;410.32;147.94;A;7210;2539.97;365.01;125.47
LOAN_002942;9;;2026-01-23;10080;8000;2139.48;286.94;88.36;A;8300;1981.45;264.87;97.85
LOAN_001215;1;20250520;2025-05-23;12030;9130;3092.83;0;163.35;K;0;0;0;0
LOAN_001215;10;;2026-02-20;10540;9460;880.86;0;39.42;A;11550;908.08;0;51.44
LOAN_001215;11;;2026-03-23;12850;9500;599.34;0;33.55;A;11390;674.99;0;28.10
LOAN_001215;12;;2026-04-23;11080;12560;354.10;0;17.43;A;10440;330.06;0;14.93
LOAN_001215;2;20250529;2025-06-23;12400;9310;3032.71;0;173.81;K;0;0;0;0
LOAN_001215;3;;2025-07-24;12550;8710;3299.82;0;126.47;A;8190;2958.93;0;142.13
LOAN_001215;4;;2025-08-21;11470;10520;2666.92;0;117.03;A;10310;2027.97;0;103.45
LOAN_001215;5;;2025-09-19;12390;8480;2182.66;0;94.21;A;9830;1901.44;0;125.34
LOAN_001215;6;;2025-10-21;12130;9430;2140.86;0;102.26;A;9720;2146.20;0;105.54
LOAN_001215;7;;2025-11-21;13030;9390;1847.59;0;100.12;A;10420;2064.61;0;85.16
LOAN_001215;8;;2025-12-19;12410;11470;1215.79;0;67.31;A;9090;1409.62;0;66.31
LOAN_001215;9;;2026-01-21;11570;11330;1194.56;0;56.61;A;8930;1170.96;0;62.29
LOAN_003040;1;20250613;2025-06-13;15100;8890;6380.57;917.91;317.60;K;0;0;0;0
LOAN_003040;10;;2026-03-13;15530;11240;2275.44;316.12;95.33;A;11620;2320.15;351.32;110.47
LOAN_003040;11;;2026-04-13;16070;13790;1372.38;216.81;76.92;A;12670;1329.87;200.83;77.16
LOAN_003040;12;;2026-05-14;15140;13160;651.62;107.05;37.54;A;13320;680.43;96.94;42.61
LOAN_003040;2;;2025-07-14;13600;7570;6482.63;989.33;357.07;A;7250;6574.29;885.33;342.48
LOAN_003040;3;;2025-08-11;16350;8500;5382.15;740.57;295.40;A;9520;5593.34;716.53;263.14
LOAN_003040;4;;2025-09-11;14550;7870;5746.76;796.95;296.39;A;8500;6147.23;751.71;239.79
LOAN_003040;5;;2025-10-10;17180;9400;4935.13;620.04;214.09;A;9770;4633.19;727.91;215.27
LOAN_003040;6;;2025-11-11;17030;9570;4816.53;621.79;233.45;A;11290;5253.07;665.79;215.11
LOAN_003040;7;;2025-12-11;17590;10330;4114.08;633.78;206.29;A;11930;3363.42;505.68;201.79
LOAN_003040;8;;2026-01-09;17280;10830;3069.17;412.30;177.39;A;10660;2839.58;440.29;171.43
LOAN_003040;9;;2026-02-11;15850;11370;2515.66;457.40;168.13;A;13480;2918.53;378.07;149.88
LOAN_004207;1;20250519;2025-05-17;11520;10950;0;0;0;K;0;0;0;0
LOAN_004207;10;;2026-02-15;13310;11350;0;0;0;A;11960;0;0;0
LOAN_004207;11;;2026-03-17;11360;11620;0;0;0;A;11560;0;0;0
LOAN_004207;12;;2026-04-17;11680;11610;0;0;0;A;12930;0;0;0
LOAN_004207;2;20250617;2025-06-17;13620;13810;0;0;0;K;0;0;0;0
LOAN_004207;3;;2025-07-18;13720;13050;0;0;0;A;11330;0;0;0
LOAN_004207;4;;2025-08-15;14530;13030;0;0;0;A;11090;0;0;0
LOAN_004207;5;;2025-09-15;14410;14250;0;0;0;A;12220;0;0;0
LOAN_004207;6;;2025-10-15;12760;13260;0;0;0;A;11880;0;0;0
LOAN_004207;7;;2025-11-15;14320;11440;0;0;0;A;13800;0;0;0
LOAN_004207;8;;2025-12-15;12790;13270;0;0;0;A;13450;0;0;0
LOAN_004207;9;;2026-01-15;14520;11060;0;0;0;A;12120;0;0;0
LOAN_001750;1;20250615;2025-06-12;7060;3200;3133.32;463.26;148.78;K;0;0;0;0
LOAN_001750;10;;2026-03-12;6530;6420;421.87;48.63;18.17;A;7350;422.95;53.15;19.84
LOAN_001750;2;;2025-07-11;7090;4320;2359.64;355.23;131.74;A;4400;2539.94;427.47;115.80
LOAN_001750;3;;2025-08-08;7410;4900;2046.73;311.56;101.68;A;4330;2245.51;288.62;109.52
LOAN_001750;4;;2025-09-10;7780;4580;2139.71;320.18;119.98;A;4790;2320.79;298.39;112.88
LOAN_001750;5;;2025-10-10;6180;4770;1871.80;243.68;85.04;A;4920;1959.89;288.05;95.89
LOAN_001750;6;;2025-11-10;7550;5370;1425.77;241.92;82.45;A;5050;1559.60;253.42;74.29
LOAN_001750;7;;2025-12-10;7750;5750;1498.44;183.32;74.91;A;6030;1486.97;179.06;76.39
LOAN_001750;8;;2026-01-09;7560;5060;1035.26;149.87;45.10;A;5940;1040.68;166.55;45.93
LOAN_001750;9;;2026-02-10;6800;5540;653.10;101.48;42.93;A;6310;710.35;118.64;37.82
LOAN_000709;1;20250619;2025-06-19;181590;162800;31281.44;0;1679.16;K;0;0;0;0
LOAN_000709;2;;2025-07-18;193650;173270;16788.00;0;860.53;A;150580;17944.17;0;900.93
LOAN_000709;3;;2025-08-17;205050;203340;9892.78;0;451.71;A;172360;10888.51;0;502.04
LOAN_001722;1;;2025-07-30;53290;56880;0;0;0;A;60910;0;0;0
LOAN_002606;1;20250513;2025-05-12;10150;6810;5171.96;0;253.97;K;0;0;0;0
LOAN_002606;10;;2026-02-10;10010;11090;1714.44;0;85.20;A;8980;1478.13;0;84.73
LOAN_002606;11;;2026-03-12;10900;9970;1202.04;0;54.04;A;9270;1131.58;0;50.91
LOAN_002606;12;;2026-04-12;11890;9610;510.94;0;32.15;A;10260;584.25;0;29.06
LOAN_002606;2;20250613;2025-06-12;13020;7140;4970.90;0;207.18;K;0;0;0;0
LOAN_002606;3;;2025-07-11;10600;7080;3609.23;0;187.56;A;8080;4828.32;0;180.12
LOAN_002606;4;;2025-08-08;11950;8450;3602.08;0;166.36;A;7810;4069.74;0;195.95
LOAN_002606;5;;2025-09-10;10720;7690;4413.54;0;216.50;A;7590;4583.11;0;191.20
LOAN_002606;6;;2025-10-10;10160;7510;2917.89;0;169.01;A;8680;3309.89;0;169.72
LOAN_002606;7;;2025-11-10;10290;7300;2860.72;0;130.45;A;9110;2754.91;0;140.40
LOAN_002606;8;;2025-12-10;10680;10120;2237.10;0;109.46;A;8830;2260.50;0;115.26
LOAN_002606;9;;2026-01-09;10430;10740;1805.22;0;112.19;A;10180;2184.51;0;112.88
LOAN_000571;1;20250611;2025-06-12;37040;29210;10657.34;0;513.67;K;0;0;0;0
LOAN_000571;2;;2025-07-11;44530;31220;9089.07;0;412.48;A;30060;8628.48;0;373.88
LOAN_000571;3;;2025-08-08;38650;36080;6618.33;0;274.60;A;36050;5636.12;0;310.05
LOAN_000571;4;;2025-09-10;39360;33970;5822.87;0;269.37;A;32400;6230.45;0;308.77
LOAN_000571;5;;2025-10-10;33980;34570;3246.98;0;199.92;A;38890;3912.75;0;186.67
LOAN_000571;6;;2025-11-10;40990;33370;1749.64;0;92.53;A;42150;2111.17;0;85.73
LOAN_000591;1;20250625;2025-06-06;14160;8320;6989.57;0;380.74;K;0;0;0;0
LOAN_000591;10;;2026-03-06;15390;13300;937.61;0;48.41;A;17460;784.21;0;46.77
LOAN_000591;2;;2025-07-07;16880;8690;6732.51;0;294.50;A;8770;6388.88;0;272.97
LOAN_000591;3;;2025-08-04;14380;9590;4692.64;0;303.88;A;11180;4960.68;0;264.28
LOAN_000591;4;;2025-09-04;16060;10730;4672.98;0;230.45;A;10640;5396.12;0;291.70
LOAN_000591;5;;2025-10-03;14360;11700;4168.20;0;242.55;A;10370;4289.52;0;242.07
LOAN_000591;6;;2025-11-04;16300;11170;4012.91;0;222.15;A;13500;3721.80;0;189.05
LOAN_000591;7;;2025-12-04;16030;14280;3185.60;0;143.58;A;14590;3287.72;0;155.20
LOAN_000591;8;;2026-01-02;16980;15180;2305.18;0;127.11;A;14370;2023.79;0;123.76
LOAN_000591;9;;2026-02-04;18320;13520;1843.17;0;88.47;A;13710;1615.08;0;96.94
LOAN_000757;1;20250611;2025-05-27;10700;5280;4358.02;688.06;247.56;K;0;0;0;0
LOAN_000757;10;;2026-02-24;11280;9220;1662.52;254.47;82.40;A;9910;1879.44;244.32;82.25
LOAN_000757;11;;2026-03-27;10900;11310;1245.22;166.37;58.76;A;11830;1213.42;145.04;62.75
LOAN_000757;12;;2026-04-27;13340;12730;650.08;91.03;24.70;A;10350;665.94;75.48;30.77
LOAN_000757;2;20250629;2025-06-27;10530;6200;4163.42;798.27;254.34;K;0;0;0;0
LOAN_000757;3;;2025-07-25;12340;6060;4069.87;556.90;226.93;A;5980;4494.15;593.45;220.16
LOAN_000757;4;;2025-08-22;13540;6910;4279.48;643.73;182.74;A;7180;3906.57;539.21;171.73
LOAN_000757;5;;2025-09-24;12080;6580;3550.23;679.95;195.51;A;7610;4333.57;679.07;207.73
LOAN_000757;6;;2025-10-24;13400;6780;3716.23;450.69;144.41;A;7680;3108.15;480.80;147.38
LOAN_000757;7;;2025-11-24;13250;9310;3385.71;413.56;164.37;A;9190;2958.92;385.59;130.10
LOAN_000757;8;;2025-12-25;10530;9990;2529.21;362.27;140.19;A;9850;2842.02;429.00;127.39
LOAN_000757;9;;2026-01-23;10200;10370;1813.38;295.12;107.78;A;9920;1892.39;276.23;104.15
LOAN_004227;1;20250608;2025-06-12;5100;4200;1054.02;0;48.88;K;0;0;0;0
LOAN_004227;10;;2026-03-12;4760;4640;240.96;0;13.21;A;4150;238.71;0;11.86
LOAN_004227;11;;2026-04-12;4240;4460;166.53;0;8.58;A;4700;172.79;0;8.98
LOAN_004227;12;;2026-05-12;4620;4280;90.98;0;4.68;A;5350;99.51;0;3.96
LOAN_004227;2;;2025-07-13;4890;3790;952.69;0;40.78;A;3900;1023.96;0;46.83
LOAN_004227;3;;2025-08-10;4340;4220;895.19;0;40.94;A;4420;864.04;0;42.82
LOAN_004227;4;;2025-09-10;4220;3470;892.91;0;36.59;A;3500;911.02;0;44.77
LOAN_004227;5;;2025-10-10;5250;3500;674.94;0;36.83;A;3830;613.31;0;36.33
LOAN_004227;6;;2025-11-10;4410;3980;602.99;0;31.65;A;3680;566.10;0;35.52
LOAN_004227;7;;2025-12-10;4860;4010;450.84;0;24.63;A;3700;600.33;0;30.38
LOAN_004227;8;;2026-01-10;5450;4850;419.27;0;21.79;A;4560;433.66;0;21.99
LOAN_004227;9;;2026-02-10;4160;4980;384.07;0;19.07;A;4620;420.47;0;20.04
LOAN_002279;1;20250517;2025-05-16;3150;1830;789.78;0;43.32;K;0;0;0;0
LOAN_002279;10;;2026-02-13;3250;3080;236.05;0;11.40;A;2920;239.69;0;10.93
LOAN_002279;11;;2026-03-16;3050;2530;153.48;0;8.43;A;3090;152.04;0;9.39
LOAN_002279;12;;2026-04-17;2570;2500;98.64;0;3.92;A;3240;96.39;0;4.52
LOAN_002279;2;20250616;2025-06-16;2570;1840;920.10;0;36.63;K;0;0;0;0
LOAN_002279;3;;2025-07-17;2680;1940;831.04;0;37.12;A;1970;646.69;0;40.00
LOAN_002279;4;;2025-08-14;2790;2200;544.00;0;31.61;A;2560;524.11;0;28.91
LOAN_002279;5;;2025-09-12;2730;2620;501.23;0;31.86;A;2140;544.62;0;28.93
LOAN_002279;6;;2025-10-14;3200;2380;533.64;0;30.32;A;2530;564.52;0;28.95
LOAN_002279;7;;2025-11-14;3070;2750;496.48;0;23.15;A;2480;518.05;0;20.88
LOAN_002279;8;;2025-12-12;3090;2320;310.41;0;17.12;A;2780;381.93;0;19.98
LOAN_002279;9;;2026-01-14;2730;3010;295.97;0;17.62;A;2970;314.41;0;15.29
LOAN_004224;7;;2025-11-22;610;670;0;0;0;A;630;0;0;0
LOAN_004224;8;;2025-12-22;750;740;0;0;0;A;610;0;0;0
LOAN_004224;9;;2026-01-22;730;690;0;0;0;A;650;0;0;0
LOAN_004224;1;20250526;2025-05-24;660;750;0;0;0;K;0;0;0;0
LOAN_004224;10;;2026-02-22;750;580;0;0;0;A;600;0;0;0
LOAN_004224;11;;2026-03-24;740;720;0;0;0;A;690;0;0;0
LOAN_004224;12;;2026-04-24;610;660;0;0;0;A;560;0;0;0
LOAN_004224;2;20250620;2025-06-24;720;590;0;0;0;K;0;0;0;0
LOAN_004224;3;;2025-07-25;620;570;0;0;0;A;630;0;0;0
LOAN_004224;4;;2025-08-22;730;740;0;0;0;A;640;0;0;0
LOAN_004224;5;;2025-09-22;640;600;0;0;0;A;620;0;0;0
LOAN_004224;6;;2025-10-22;570;670;0;0;0;A;670;0;0;0
LOAN_001540;1;20250603;2025-06-13;5740;4530;1040.30;0;46.50;K;0;0;0;0
LOAN_001540;10;;2026-03-13;5360;5390;94.60;0;6.04;A;6040;100.48;0;5.02
LOAN_001540;2;;2025-07-14;6280;4460;866.70;0;42.05;A;4350;1045.51;0;43.34
LOAN_001540;3;;2025-08-11;6410;4660;731.30;0;35.94;A;5150;744.48;0;32.42
LOAN_001540;4;;2025-09-11;5530;4110;649.68;0;32.36;A;4680;662.77;0;35.47
LOAN_001540;5;;2025-10-11;4950;4810;619.44;0;34.28;A;5070;559.94;0;28.38
LOAN_001540;6;;2025-11-11;5140;4750;547.10;0;31.08;A;5600;555.12;0;26.21
LOAN_001540;7;;2025-12-11;4980;5190;363.91;0;23.27;A;4780;464.06;0;24.25
LOAN_001540;8;;2026-01-11;5090;5010;298.12;0;18.99;A;5040;350.08;0;18.04
LOAN_001540;9;;2026-02-11;5800;4670;191.66;0;11.01;A;5390;226.78;0;11.81
LOAN_001946;1;20250515;2025-05-15;830;680;0;0;0;K;0;0;0;0
LOAN_001946;2;20250515;2025-06-15;650;690;0;0;0;K;0;0;0;0
LOAN_001946;3;;2025-07-16;650;790;0;0;0;A;810;0;0;0
LOAN_002491;1;20250521;2025-05-30;43470;34330;8887.01;0;432.42;K;0;0;0;0
LOAN_002491;2;20250628;2025-06-30;44650;45350;8704.40;0;423.13;K;0;0;0;0
LOAN_002491;3;;2025-07-28;50280;43740;4146.88;0;212.20;A;47020;4284.51;0;239.82
LOAN_002491;4;;2025-08-29;53110;50110;3160.68;0;119.81;A;41250;2784.31;0;150.37
LOAN_000018;1;20250604;2025-06-19;11030;5800;4840.84;0;288.76;K;0;0;0;0
LOAN_000018;10;;2026-03-19;9170;7940;1785.08;0;87.38;A;8690;1623.63;0;79.41
LOAN_000018;11;;2026-04-17;10030;9830;1180.05;0;56.08;A;10950;1166.42;0;59.39
LOAN_000018;12;;2026-05-19;10480;10780;637.03;0;34.04;A;9190;603.84;0;32.33
LOAN_000018;2;;2025-07-18;11620;6300;4780.18;0;198.05;A;6620;4497.77;0;228.90
LOAN_000018;3;;2025-08-15;10390;6500;4680.54;0;222.60;A;6540;4087.35;0;235.03
LOAN_000018;4;;2025-09-16;10390;6200;4329.82;0;207.26;A;6100;4548.31;0;201.81
LOAN_000018;5;;2025-10-17;9410;5890;3826.85;0;183.61;A;6400;4157.41;0;170.40
LOAN_000018;6;;2025-11-17;9550;6510;3557.34;0;183.04;A;6270;3961.13;0;156.97
LOAN_000018;7;;2025-12-17;9420;8020;2990.11;0;160.83;A;8210;3368.98;0;147.77
LOAN_000018;8;;2026-01-16;9590;7350;2265.19;0;127.42;A;8730;2847.35;0;128.08
LOAN_000018;9;;2026-02-17;10670;8850;2502.64;0;116.33;A;8900;2406.64;0;97.77
LOAN_002747;1;20250606;2025-06-12;32160;16680;16910.21;2285.34;742.06;K;0;0;0;0
LOAN_002747;10;;2026-03-12;37430;33470;5002.29;802.70;207.57;A;31160;4374.81;695.00;234.69
LOAN_002747;11;;2026-04-10;32760;27350;2851.04;462.95;149.43;A;31840;2793.78;428.47;156.29
LOAN_002747;12;;2026-05-12;35690;34960;1787.25;288.40;79.62;A;31600;1660.41;269.35;89.98
LOAN_002747;2;;2025-07-11;32780;19180;14612.41;2199.98;611.75;A;21640;15562.63;1832.69;697.75
LOAN_002747;3;;2025-08-08;32920;23180;10430.03;1567.04;575.53;A;22880;10752.51;1801.11;655.34
LOAN_002747;4;;2025-09-10;40590;17940;13152.61;1766.06;575.94;A;19750;13394.76;2135.75;746.50
LOAN_002747;5;;2025-10-10;35840;25600;9857.80;1633.75;582.83;A;21300;10494.71;1871.64;554.97
LOAN_002747;6;;2025-11-10;38040;23140;9907.12;1641.01;562.69;A;23050;9512.62;1739.79;503.94
LOAN_002747;7;;2025-12-10;34430;21910;9805.13;1372.40;424.35;A;25660;9698.05;1302.14;458.94
LOAN_002747;8;;2026-01-09;32370;30260;8000.43;1124.06;346.82;A;24050;7578.44;1196.59;422.05
LOAN_002747;9;;2026-02-10;40870;29390;5835.66;953.31;296.74;A;27380;6383.22;858.23;351.36
LOAN_001832;1;20250610;2025-06-10;18950;14760;6076.39;0;302.50;K;0;0;0;0
LOAN_001832;2;;2025-07-11;17230;12840;4835.64;0;284.18;A;12980;5749.02;0;265.25
LOAN_001832;3;;2025-08-08;22540;16460;4306.07;0;177.74;A;14730;4161.25;0;217.93
LOAN_001832;4;;2025-09-08;19050;16080;4124.75;0;208.98;A;15600;3653.15;0;193.81
LOAN_001832;5;;2025-10-08;22220;15190;3343.38;0;163.04;A;17580;3074.85;0;177.20
LOAN_001832;6;;2025-11-08;22940;16700;2840.59;0;144.97;A;15050;2523.31;0;135.52
LOAN_001832;7;;2025-12-08;22590;18120;1740.68;0;86.69;A;19660;1774.94;0;100.39
LOAN_001832;8;;2026-01-08;19280;18760;1528.56;0;72.75;A;17900;1568.22;0;73.99
LOAN_001832;9;;2026-02-08;17750;20050;785.49;0;31.01;A;20820;624.15;0;32.00
LOAN_002153;1;20250613;2025-06-13;36520;27390;12299.15;1557.54;498.57;K;0;0;0;0
LOAN_002153;2;;2025-07-14;38720;31400;8515.04;1539.02;490.53;A;33030;8431.34;1503.48;423.57
LOAN_002153;3;;2025-08-11;46990;35750;7910.61;1096.55;384.73;A;32930;6653.86;1162.92;340.49
LOAN_002153;4;;2025-09-11;43470;29970;6758.52;862.06;301.27;A;30240;6344.85;1037.81;335.47
LOAN_002153;5;;2025-10-10;45850;36200;3543.20;553.39;171.65;A;39700;3829.83;546.06;181.82
LOAN_002153;6;;2025-11-11;38040;35160;2370.60;300.51;124.06;A;36680;2564.32;389.88;104.71
LOAN_002098;1;20250607;2025-06-06;18230;12540;6209.23;0;361.49;K;0;0;0;0
LOAN_002098;10;;2026-03-06;20500;19420;2113.43;0;107.94;A;19510;2291.53;0;92.44
LOAN_002098;11;;2026-04-06;17990;19180;1271.51;0;72.65;A;20600;1645.46;0;70.40
LOAN_002098;12;;2026-05-08;19050;17670;789.12;0;39.70;A;17280;853.63;0;36.48
LOAN_002098;2;;2025-07-07;18660;15700;6117.17;0;396.06;A;15470;7512.88;0;370.89
LOAN_002098;3;;2025-08-04;21390;15700;6451.54;0;317.93;A;12930;6034.22;0;270.61
LOAN_002098;4;;2025-09-04;21300;13690;5571.19;0;276.79;A;15530;5456.97;0;319.14
LOAN_002098;5;;2025-10-03;22270;17460;5017.83;0;267.55;A;18010;5520.43;0;210.83
LOAN_002098;6;;2025-11-04;20590;17050;5574.78;0;221.56;A;14170;4273.79;0;235.46
LOAN_002098;7;;2025-12-04;23090;15170;3636.09;0;187.72;A;18110;3665.98;0;192.59
LOAN_002098;8;;2026-01-02;21770;17630;3069.28;0;182.30;A;19050;3530.68;0;153.63
